,neutral,angry,happy,surprise,time
0,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
1,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
2,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
3,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
4,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
5,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
6,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
7,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
8,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
9,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
10,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
11,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
12,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
13,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
14,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
15,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
16,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
17,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
18,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
19,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
20,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
21,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
22,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
23,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
24,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
25,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
26,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
27,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
28,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
29,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
30,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
31,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
32,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
33,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
34,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
35,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
36,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
37,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
38,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
39,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
40,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
41,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
42,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
43,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
44,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
45,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
46,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
47,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
48,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
49,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
50,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
51,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
52,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
53,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
54,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
55,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
56,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
57,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
58,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
59,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
60,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
61,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
62,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
63,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
64,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
65,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
66,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
67,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
68,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
69,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
70,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
71,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
72,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
73,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
74,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
75,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
76,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
77,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
78,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
79,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
80,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
81,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
82,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
83,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
84,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
85,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
86,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
87,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
88,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
89,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
90,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
91,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
92,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
93,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
94,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
95,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
96,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
97,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
98,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
99,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
100,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
101,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
102,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
103,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
104,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
105,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
106,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
107,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
108,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
109,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
110,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
111,0.0233814456,0.270599186,0.0043906169,0.701628745,2024-05-07 14:27:56
